Txn_ID,Date,Bank,Account,Sort_Code,Account_Name,Type,Description,Reference,Money_In,Money_Out,Amount_Signed,Balance,Counterparty_Raw,Counterparty_Norm,Counterparty_Sort_Code,Counterparty_Account,Is_Own_Account_Transfer,Source_File,Source_Row
LLOYDS-Lloyds_41283719_Oct24-Mar26-189,2024-11-27,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC BEXLEY HOMEWARE PLC INV43092,,8040.3,-0.0,8040.3,181973.18,Bexley Homeware Plc,BEXLEY HOMEWARE PLC,,,False,Lloyds_41283719_Oct24-Mar26.csv,189
LLOYDS-Lloyds_41283719_Oct24-Mar26-190,2024-11-27,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC PEMBROKE LIVING INV24953,,7112.5,-0.0,7112.5,189085.68,Pembroke Living,PEMBROKE LIVING,,,False,Lloyds_41283719_Oct24-Mar26.csv,190
LLOYDS-Lloyds_41283719_Oct24-Mar26-191,2024-11-27,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO BRAMBLE ACCOUNTANTS REF 1878,1878,0.0,1037.6,-1037.6,188048.08,Bramble Accountants,BRAMBLE ACCOUNTANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,191
LLOYDS-Lloyds_41283719_Oct24-Mar26-192,2024-11-27,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO VODAFONE BUSINESS REF 2213,2213,0.0,3525.57,-3525.57,184522.51,Vodafone Business,VODAFONE BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,192
LLOYDS-Lloyds_41283719_Oct24-Mar26-193,2024-11-28,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC HEXHAM SUPPLIES LTD INV25525,,5052.97,-0.0,5052.97,189575.48,Hexham Supplies Ltd,HEXHAM SUPPLIES LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,193
LLOYDS-Lloyds_41283719_Oct24-Mar26-194,2024-11-28,Lloyds,41283719,,Northbridge Trading Ltd Current,DEB,ACCOUNT FEE,,0.0,49.71,-49.71,189525.77,Lloyds,LLOYDS,,,False,Lloyds_41283719_Oct24-Mar26.csv,194
LLOYDS-Lloyds_41283719_Oct24-Mar26-195,2024-11-28,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO THAMES WATER REF 8381,8381,0.0,5464.75,-5464.75,184061.02,Thames Water,THAMES WATER,,,False,Lloyds_41283719_Oct24-Mar26.csv,195
LLOYDS-Lloyds_41283719_Oct24-Mar26-196,2024-11-28,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO WEXFORD CATERING LTD REF 4697,4697,0.0,4687.81,-4687.81,179373.21,Wexford Catering Ltd,WEXFORD CATERING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,196
NATWEST-NatWest_77120931_statement-37,2024-11-28,NatWest,77120931,,Northbridge Trading Ltd,DEB,ACCOUNT CHARGES,,0.0,28.58,-28.58,58079.7,NatWest,NATWEST,,,False,NatWest_77120931_statement.xlsx,37
BARCLAYS-Barclays_90311276_export-15,2024-11-29,Barclays,90311276,20-45-18,Northbridge Trading Ltd,,CARD PAYMENT TRAVIS PERKINS,,0.0,99.95,-99.95,15187.49,Travis Perkins,TRAVIS PERKINS,,,False,Barclays_90311276_export.csv,15
LLOYDS-Lloyds_41283719_Oct24-Mar26-197,2024-11-29,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC TAMAR TRADERS INV23006,,8091.2,-0.0,8091.2,187464.41,Tamar Traders,TAMAR TRADERS,,,False,Lloyds_41283719_Oct24-Mar26.csv,197
LLOYDS-Lloyds_41283719_Oct24-Mar26-198,2024-11-29,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO ELLERY LEGAL LLP REF 4457,4457,0.0,1698.18,-1698.18,185766.23,Ellery Legal Llp,ELLERY LEGAL LLP,,,False,Lloyds_41283719_Oct24-Mar26.csv,198
BARCLAYS-Barclays_90311276_export-16,2024-11-30,Barclays,90311276,20-45-18,Northbridge Trading Ltd,,CASH WDL 30NOV,,0.0,250.0,-250.0,14937.49,CASH,CASH,,,False,Barclays_90311276_export.csv,16
BARCLAYS-Barclays_90311276_export-17,2024-12-02,Barclays,90311276,20-45-18,Northbridge Trading Ltd,,CARD PAYMENT ROYAL MAIL,,0.0,293.72,-293.72,14643.77,Royal Mail,ROYAL MAIL,,,False,Barclays_90311276_export.csv,17
LLOYDS-Lloyds_41283719_Oct24-Mar26-199,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC HEXHAM SUPPLIES LTD INV44675,,6845.06,-0.0,6845.06,192611.29,Hexham Supplies Ltd,HEXHAM SUPPLIES LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,199
LLOYDS-Lloyds_41283719_Oct24-Mar26-200,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC JARROW BUILDERS MERCHANTS INV14278,,2505.51,-0.0,2505.51,195116.8,Jarrow Builders Merchants,JARROW BUILDERS MERCHANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,200
LLOYDS-Lloyds_41283719_Oct24-Mar26-201,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC JARROW BUILDERS MERCHANTS INV69510,,1255.2,-0.0,1255.2,196372.0,Jarrow Builders Merchants,JARROW BUILDERS MERCHANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,201
LLOYDS-Lloyds_41283719_Oct24-Mar26-202,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,DD,DD HARTWELL FINANCE PLC,,0.0,3180.4,-3180.4,193191.6,Hartwell Finance plc,HARTWELL FINANCE PLC,,,False,Lloyds_41283719_Oct24-Mar26.csv,202
LLOYDS-Lloyds_41283719_Oct24-Mar26-203,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO BRAMBLE ACCOUNTANTS REF 4241,4241,0.0,2637.06,-2637.06,190554.54,Bramble Accountants,BRAMBLE ACCOUNTANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,203
LLOYDS-Lloyds_41283719_Oct24-Mar26-204,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO REDGATE CLEANING LTD REF 3330,3330,0.0,567.75,-567.75,189986.79,Redgate Cleaning Ltd,REDGATE CLEANING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,204
LLOYDS-Lloyds_41283719_Oct24-Mar26-205,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO SABLE MARKETING LTD REF 4683,4683,0.0,3938.66,-3938.66,186048.13,Sable Marketing Ltd,SABLE MARKETING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,205
LLOYDS-Lloyds_41283719_Oct24-Mar26-206,2024-12-02,Lloyds,41283719,,Northbridge Trading Ltd Current,SO,SO ASHCOMBE ESTATES RENT,,0.0,6250.0,-6250.0,179798.13,Ashcombe Estates,ASHCOMBE ESTATES,,,False,Lloyds_41283719_Oct24-Mar26.csv,206
BARCLAYS-Barclays_90311276_export-18,2024-12-03,Barclays,90311276,20-45-18,Northbridge Trading Ltd,,CARD PAYMENT NORTHGATE VEHICLE HIRE,,0.0,479.8,-479.8,14163.97,Northgate Vehicle Hire,NORTHGATE VEHICLE HIRE,,,False,Barclays_90311276_export.csv,18
LLOYDS-Lloyds_41283719_Oct24-Mar26-207,2024-12-03,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC JARROW BUILDERS MERCHANTS INV62757,,8052.87,-0.0,8052.87,187851.0,Jarrow Builders Merchants,JARROW BUILDERS MERCHANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,207
LLOYDS-Lloyds_41283719_Oct24-Mar26-208,2024-12-03,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC ORWELL FURNISHINGS LTD INV26299,,4355.84,-0.0,4355.84,192206.84,Orwell Furnishings Ltd,ORWELL FURNISHINGS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,208
LLOYDS-Lloyds_41283719_Oct24-Mar26-209,2024-12-03,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO KESTREL FUEL CARDS REF 5102,5102,0.0,301.31,-301.31,191905.53,Kestrel Fuel Cards,KESTREL FUEL CARDS,,,False,Lloyds_41283719_Oct24-Mar26.csv,209
LLOYDS-Lloyds_41283719_Oct24-Mar26-210,2024-12-03,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO SABLE MARKETING LTD REF 9090,9090,0.0,2710.89,-2710.89,189194.64,Sable Marketing Ltd,SABLE MARKETING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,210
LLOYDS-Lloyds_41283719_Oct24-Mar26-211,2024-12-03,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO WEXFORD CATERING LTD REF 1653,1653,0.0,5353.12,-5353.12,183841.52,Wexford Catering Ltd,WEXFORD CATERING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,211
LLOYDS-Lloyds_41283719_Oct24-Mar26-212,2024-12-04,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC FAIRBANK WHOLESALE INV71669,,4747.92,-0.0,4747.92,188589.44,Fairbank Wholesale,FAIRBANK WHOLESALE,,,False,Lloyds_41283719_Oct24-Mar26.csv,212
LLOYDS-Lloyds_41283719_Oct24-Mar26-213,2024-12-04,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC SELBY HOME STORES INV15273,,6652.25,-0.0,6652.25,195241.69,Selby Home Stores,SELBY HOME STORES,,,False,Lloyds_41283719_Oct24-Mar26.csv,213
LLOYDS-Lloyds_41283719_Oct24-Mar26-214,2024-12-04,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO BRITISH GAS BUSINESS REF 9056,9056,0.0,5818.97,-5818.97,189422.72,British Gas Business,BRITISH GAS BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,214
LLOYDS-Lloyds_41283719_Oct24-Mar26-215,2024-12-04,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO REDGATE CLEANING LTD REF 3973,3973,0.0,5982.13,-5982.13,183440.59,Redgate Cleaning Ltd,REDGATE CLEANING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,215
LLOYDS-Lloyds_41283719_Oct24-Mar26-216,2024-12-05,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC DENBY GARDEN CENTRES INV31079,,3272.47,-0.0,3272.47,186713.06,Denby Garden Centres,DENBY GARDEN CENTRES,,,False,Lloyds_41283719_Oct24-Mar26.csv,216
LLOYDS-Lloyds_41283719_Oct24-Mar26-217,2024-12-05,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC PEMBROKE LIVING INV47777,,5868.15,-0.0,5868.15,192581.21,Pembroke Living,PEMBROKE LIVING,,,False,Lloyds_41283719_Oct24-Mar26.csv,217
LLOYDS-Lloyds_41283719_Oct24-Mar26-218,2024-12-05,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO KESTREL FUEL CARDS REF 5135,5135,0.0,2041.15,-2041.15,190540.06,Kestrel Fuel Cards,KESTREL FUEL CARDS,,,False,Lloyds_41283719_Oct24-Mar26.csv,218
LLOYDS-Lloyds_41283719_Oct24-Mar26-219,2024-12-05,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO SABLE MARKETING LTD REF 1601,1601,0.0,2810.73,-2810.73,187729.33,Sable Marketing Ltd,SABLE MARKETING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,219
LLOYDS-Lloyds_41283719_Oct24-Mar26-220,2024-12-06,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC ALDERTON RETAIL LTD INV96200,,7481.07,-0.0,7481.07,195210.4,Alderton Retail Ltd,ALDERTON RETAIL LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,220
LLOYDS-Lloyds_41283719_Oct24-Mar26-221,2024-12-06,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC ORWELL FURNISHINGS LTD INV64165,,1122.79,-0.0,1122.79,196333.19,Orwell Furnishings Ltd,ORWELL FURNISHINGS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,221
LLOYDS-Lloyds_41283719_Oct24-Mar26-222,2024-12-06,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC QUAYSIDE RETAIL INV57419,,5556.54,-0.0,5556.54,201889.73,Quayside Retail,QUAYSIDE RETAIL,,,False,Lloyds_41283719_Oct24-Mar26.csv,222
LLOYDS-Lloyds_41283719_Oct24-Mar26-223,2024-12-06,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO ELLERY LEGAL LLP REF 8242,8242,0.0,4595.94,-4595.94,197293.79,Ellery Legal Llp,ELLERY LEGAL LLP,,,False,Lloyds_41283719_Oct24-Mar26.csv,223
LLOYDS-Lloyds_41283719_Oct24-Mar26-224,2024-12-06,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO FENWICK COMPONENTS LTD REF 5375,5375,0.0,3362.93,-3362.93,193930.86,Fenwick Components Ltd,FENWICK COMPONENTS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,224
LLOYDS-Lloyds_41283719_Oct24-Mar26-225,2024-12-09,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC DENBY GARDEN CENTRES INV70482,,8087.07,-0.0,8087.07,202017.93,Denby Garden Centres,DENBY GARDEN CENTRES,,,False,Lloyds_41283719_Oct24-Mar26.csv,225
LLOYDS-Lloyds_41283719_Oct24-Mar26-226,2024-12-09,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC JARROW BUILDERS MERCHANTS INV82199,,806.66,-0.0,806.66,202824.59,Jarrow Builders Merchants,JARROW BUILDERS MERCHANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,226
LLOYDS-Lloyds_41283719_Oct24-Mar26-227,2024-12-09,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC NEWHAM HARDWARE INV22217,,2452.67,-0.0,2452.67,205277.26,Newham Hardware,NEWHAM HARDWARE,,,False,Lloyds_41283719_Oct24-Mar26.csv,227
LLOYDS-Lloyds_41283719_Oct24-Mar26-228,2024-12-09,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC TAMAR TRADERS INV41365,,6236.31,-0.0,6236.31,211513.57,Tamar Traders,TAMAR TRADERS,,,False,Lloyds_41283719_Oct24-Mar26.csv,228
LLOYDS-Lloyds_41283719_Oct24-Mar26-229,2024-12-09,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO VODAFONE BUSINESS REF 5781,5781,0.0,3126.9,-3126.9,208386.67,Vodafone Business,VODAFONE BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,229
LLOYDS-Lloyds_41283719_Oct24-Mar26-230,2024-12-10,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC HEXHAM SUPPLIES LTD INV69871,,4999.87,-0.0,4999.87,213386.54,Hexham Supplies Ltd,HEXHAM SUPPLIES LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,230
LLOYDS-Lloyds_41283719_Oct24-Mar26-231,2024-12-10,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC MARSDEN DIY INV34983,,7890.57,-0.0,7890.57,221277.11,Marsden Diy,MARSDEN DIY,,,False,Lloyds_41283719_Oct24-Mar26.csv,231
LLOYDS-Lloyds_41283719_Oct24-Mar26-232,2024-12-10,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC QUAYSIDE RETAIL INV27892,,7439.41,-0.0,7439.41,228716.52,Quayside Retail,QUAYSIDE RETAIL,,,False,Lloyds_41283719_Oct24-Mar26.csv,232
LLOYDS-Lloyds_41283719_Oct24-Mar26-233,2024-12-10,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO BRITISH GAS BUSINESS REF 6568,6568,0.0,5615.35,-5615.35,223101.17,British Gas Business,BRITISH GAS BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,233
LLOYDS-Lloyds_41283719_Oct24-Mar26-234,2024-12-10,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO RIDLEY TOOLS LTD REF 5377,5377,0.0,4950.21,-4950.21,218150.96,Ridley Tools Ltd,RIDLEY TOOLS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,234
LLOYDS-Lloyds_41283719_Oct24-Mar26-235,2024-12-11,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC EVERLY INTERIORS LTD INV68529,,4900.93,-0.0,4900.93,223051.89,Everly Interiors Ltd,EVERLY INTERIORS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,235
LLOYDS-Lloyds_41283719_Oct24-Mar26-236,2024-12-11,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC LARKHILL LTD INV53573,,5004.96,-0.0,5004.96,228056.85,Larkhill Ltd,LARKHILL LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,236
LLOYDS-Lloyds_41283719_Oct24-Mar26-237,2024-12-11,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC SELBY HOME STORES INV96499,,4519.19,-0.0,4519.19,232576.04,Selby Home Stores,SELBY HOME STORES,,,False,Lloyds_41283719_Oct24-Mar26.csv,237
LLOYDS-Lloyds_41283719_Oct24-Mar26-238,2024-12-11,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO FENWICK COMPONENTS LTD REF 4912,4912,0.0,3495.02,-3495.02,229081.02,Fenwick Components Ltd,FENWICK COMPONENTS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,238
LLOYDS-Lloyds_41283719_Oct24-Mar26-239,2024-12-11,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO HALCYON IT SERVICES REF 7730,7730,0.0,405.34,-405.34,228675.68,Halcyon It Services,HALCYON IT SERVICES,,,False,Lloyds_41283719_Oct24-Mar26.csv,239
LLOYDS-Lloyds_41283719_Oct24-Mar26-240,2024-12-11,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO THAMES WATER REF 8460,8460,0.0,5607.19,-5607.19,223068.49,Thames Water,THAMES WATER,,,False,Lloyds_41283719_Oct24-Mar26.csv,240
LLOYDS-Lloyds_41283719_Oct24-Mar26-241,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC EVERLY INTERIORS LTD INV74923,,8225.63,-0.0,8225.63,231294.12,Everly Interiors Ltd,EVERLY INTERIORS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,241
LLOYDS-Lloyds_41283719_Oct24-Mar26-242,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC EVERLY INTERIORS LTD INV75836,,8229.76,-0.0,8229.76,239523.88,Everly Interiors Ltd,EVERLY INTERIORS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,242
LLOYDS-Lloyds_41283719_Oct24-Mar26-243,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC MARSDEN DIY INV96991,,6880.67,-0.0,6880.67,246404.55,Marsden Diy,MARSDEN DIY,,,False,Lloyds_41283719_Oct24-Mar26.csv,243
LLOYDS-Lloyds_41283719_Oct24-Mar26-244,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,DD,DD BRITISH GAS BUSINESS,,0.0,669.72,-669.72,245734.83,British Gas Business,BRITISH GAS BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,244
LLOYDS-Lloyds_41283719_Oct24-Mar26-245,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,DD,DD BT BUSINESS,,0.0,385.44,-385.44,245349.39,Bt Business,BT BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,245
LLOYDS-Lloyds_41283719_Oct24-Mar26-246,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,DD,DD LUMEN ENERGY LTD,,0.0,1277.65,-1277.65,244071.74,Lumen Energy Ltd,LUMEN ENERGY LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,246
LLOYDS-Lloyds_41283719_Oct24-Mar26-247,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,DD,DD THAMES WATER,,0.0,192.71,-192.71,243879.03,Thames Water,THAMES WATER,,,False,Lloyds_41283719_Oct24-Mar26.csv,247
LLOYDS-Lloyds_41283719_Oct24-Mar26-248,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO BRIGHTPATH PRINT LTD REF 8213,8213,0.0,733.31,-733.31,243145.72,Brightpath Print Ltd,BRIGHTPATH PRINT LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,248
LLOYDS-Lloyds_41283719_Oct24-Mar26-249,2024-12-12,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO BT BUSINESS REF 1251,1251,0.0,4376.3,-4376.3,238769.42,Bt Business,BT BUSINESS,,,False,Lloyds_41283719_Oct24-Mar26.csv,249
LLOYDS-Lloyds_41283719_Oct24-Mar26-250,2024-12-13,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC KINGSMEAD DISTRIBUTION INV98389,,7402.87,-0.0,7402.87,246172.29,Kingsmead Distribution,KINGSMEAD DISTRIBUTION,,,False,Lloyds_41283719_Oct24-Mar26.csv,250
LLOYDS-Lloyds_41283719_Oct24-Mar26-251,2024-12-13,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC MARSDEN DIY INV51505,,5589.03,-0.0,5589.03,251761.32,Marsden Diy,MARSDEN DIY,,,False,Lloyds_41283719_Oct24-Mar26.csv,251
LLOYDS-Lloyds_41283719_Oct24-Mar26-252,2024-12-13,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC MARSDEN DIY INV95175,,1326.46,-0.0,1326.46,253087.78,Marsden Diy,MARSDEN DIY,,,False,Lloyds_41283719_Oct24-Mar26.csv,252
LLOYDS-Lloyds_41283719_Oct24-Mar26-253,2024-12-13,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC PEMBROKE LIVING INV80912,,980.01,-0.0,980.01,254067.79,Pembroke Living,PEMBROKE LIVING,,,False,Lloyds_41283719_Oct24-Mar26.csv,253
LLOYDS-Lloyds_41283719_Oct24-Mar26-254,2024-12-13,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO HALCYON IT SERVICES REF 5708,5708,0.0,5984.94,-5984.94,248082.85,Halcyon It Services,HALCYON IT SERVICES,,,False,Lloyds_41283719_Oct24-Mar26.csv,254
BARCLAYS-Barclays_90311276_export-19,2024-12-16,Barclays,90311276,20-45-18,Northbridge Trading Ltd,,TFR FROM 30-96-26 41283719,,4000.0,0.0,4000.0,18163.97,Northbridge Trading Ltd,NORTHBRIDGE TRADING LTD,30-96-26,41283719,True,Barclays_90311276_export.csv,19
LLOYDS-Lloyds_41283719_Oct24-Mar26-255,2024-12-16,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC ORWELL FURNISHINGS LTD INV31805,,6113.21,-0.0,6113.21,254196.06,Orwell Furnishings Ltd,ORWELL FURNISHINGS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,255
LLOYDS-Lloyds_41283719_Oct24-Mar26-256,2024-12-16,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO COASTLINE LOGISTICS LTD REF 6314,6314,0.0,4807.44,-4807.44,249388.62,Coastline Logistics Ltd,COASTLINE LOGISTICS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,256
LLOYDS-Lloyds_41283719_Oct24-Mar26-257,2024-12-16,Lloyds,41283719,,Northbridge Trading Ltd Current,TFR,TFR TO 20-45-18 90311276,,0.0,4000.0,-4000.0,245388.62,Northbridge Trading Ltd,NORTHBRIDGE TRADING LTD,20-45-18,90311276,True,Lloyds_41283719_Oct24-Mar26.csv,257
LLOYDS-Lloyds_41283719_Oct24-Mar26-258,2024-12-17,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC FAIRBANK WHOLESALE INV32280,,2065.54,-0.0,2065.54,247454.16,Fairbank Wholesale,FAIRBANK WHOLESALE,,,False,Lloyds_41283719_Oct24-Mar26.csv,258
LLOYDS-Lloyds_41283719_Oct24-Mar26-259,2024-12-17,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC HEXHAM SUPPLIES LTD INV79621,,3914.0,-0.0,3914.0,251368.16,Hexham Supplies Ltd,HEXHAM SUPPLIES LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,259
LLOYDS-Lloyds_41283719_Oct24-Mar26-260,2024-12-17,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO CARROW SECURITY LTD REF 3344,3344,0.0,1508.3,-1508.3,249859.86,Carrow Security Ltd,CARROW SECURITY LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,260
LLOYDS-Lloyds_41283719_Oct24-Mar26-261,2024-12-17,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO ELLERY LEGAL LLP REF 5161,5161,0.0,2838.49,-2838.49,247021.37,Ellery Legal Llp,ELLERY LEGAL LLP,,,False,Lloyds_41283719_Oct24-Mar26.csv,261
LLOYDS-Lloyds_41283719_Oct24-Mar26-262,2024-12-17,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO THAMES WATER REF 4945,4945,0.0,3061.35,-3061.35,243960.02,Thames Water,THAMES WATER,,,False,Lloyds_41283719_Oct24-Mar26.csv,262
BARCLAYS-Barclays_90311276_export-20,2024-12-18,Barclays,90311276,20-45-18,Northbridge Trading Ltd,,CARD PAYMENT SAGE SOFTWARE,,0.0,283.08,-283.08,17880.89,Sage Software,SAGE SOFTWARE,,,False,Barclays_90311276_export.csv,20
LLOYDS-Lloyds_41283719_Oct24-Mar26-263,2024-12-18,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC CASTLEFORD STORES INV67898,,8072.84,-0.0,8072.84,252032.86,Castleford Stores,CASTLEFORD STORES,,,False,Lloyds_41283719_Oct24-Mar26.csv,263
LLOYDS-Lloyds_41283719_Oct24-Mar26-264,2024-12-18,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC JARROW BUILDERS MERCHANTS INV98815,,4963.47,-0.0,4963.47,256996.33,Jarrow Builders Merchants,JARROW BUILDERS MERCHANTS,,,False,Lloyds_41283719_Oct24-Mar26.csv,264
LLOYDS-Lloyds_41283719_Oct24-Mar26-265,2024-12-18,Lloyds,41283719,,Northbridge Trading Ltd Current,BGC,BGC SELBY HOME STORES INV49210,,5683.72,-0.0,5683.72,262680.05,Selby Home Stores,SELBY HOME STORES,,,False,Lloyds_41283719_Oct24-Mar26.csv,265
LLOYDS-Lloyds_41283719_Oct24-Mar26-266,2024-12-18,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO FENWICK COMPONENTS LTD REF 7302,7302,0.0,5142.01,-5142.01,257538.04,Fenwick Components Ltd,FENWICK COMPONENTS LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,266
LLOYDS-Lloyds_41283719_Oct24-Mar26-267,2024-12-18,Lloyds,41283719,,Northbridge Trading Ltd Current,FPO,FPO REDGATE CLEANING LTD REF 8484,8484,0.0,5095.03,-5095.03,252443.01,Redgate Cleaning Ltd,REDGATE CLEANING LTD,,,False,Lloyds_41283719_Oct24-Mar26.csv,267
